account,hook,video_file
moatazesssam,5 هوكس يستخدمها أشهر صنع المحتوى أسرق أهميًا رقم 1 80% من نجاحك في X قائم على وقت 80% من نجاحك في الإدارة والطرقية قايم على ذكائك الإجتماعي والعاطفي فقط أما رقم 2 دي علامة بتقولك إنك بتعمل X أما رقم 3 غلطة كبيرة بنسويها في X غلطة كبيرة غلطة كبيرة نسويها في الحب أما رقم 4 طول ما إنتي بتعملي X,/viral-reels/moatazesssam/moatazesssam_DXMuXwhDPlA.mp4
moatazesssam,كيف تقدر تضعف مشاهدات محتواتك بدون أي موجود اضافي و الطريقة مجانية و نفس الطريقة اللي هنشر حالك دي استخدمتها مع one of my clients و حققت نتائج زي كده ركز معي المرة الجاية و انت راح تنزل اي ريل قبل ما تدوس على كلمة post عايزك تحفظه كدرافت بعد كده تروح على draft تضغط على 3 نقطة اللي فوق و اعمل duplicate دلوقتي افتح الدرافت الاول و خليه try reel بعد كده تدوس post بعد كده افتح الدرافت تاني و على نفس الفيديو اضغط على كلمة post عادي,/viral-reels/moatazesssam/moatazesssam_DZ7xxI7CQ56.mp4
moatazesssam,تحدث جديد من إنستجرام لما رحيتش تستغله فانت عتقصر متابعين وفلوس كتير,/viral-reels/moatazesssam/moatazesssam_DZXvuLusxWh.mp4
moatazesssam,بعد ما عملت اللاين بيزنز بالكامل وعملت منه مبعاد وصلت أكثر من 6 أرقام في 7 دروس كنت أتمنى أن أتعلمهم أول ما بدأت,/viral-reels/moatazesssam/moatazesssam_DZc5FHasw_p.mp4
moatazesssam,عمرك ما هتفايرل لما تعرفش تكلم إزاي قدام الكاميرا,/viral-reels/moatazesssam/moatazesssam_DZsWLukMHkg.mp4
moatazesssam,"لعصو صار النهار ده الاول 10,000 دولار ليك مبعت من البرسوم برام بتاعتك ففيه 3 خطوات مهمة جداً تعملهم لان من غير 3 خطوات دول مش صار تحقى الهدف ده مش مشكلة عدد المتابعين اللي عندك انت حتى بعدد متابعين قليل تقدر توصل لارقام دي لان 3 خطوات دول طبقتوهم مع وانو في مانك لاينس وكانت تحت ال 50,000 فولور وده انا نحقق معاها 10,000 دولار مبعت واول خطوة بلايش تبيع لكل الناس اختار مشكلة واحدة عميل واحد وتكلم فيها اك",/viral-reels/moatazesssam/moatazesssam_Da-us6IiT_8.mp4
moatazesssam,لسه كنت فاكر من 3 سنين كده ان.. بتفرج على فيديو الأمان جادزي وكان عنده في البيجراند بتاعته يعني في تصوير بتاعه البيجراند كان ظهر عين دبي كان المنظر طحفة كان بصور أودور كنت ساعتها بقول يعني إيه ستاب الطحفة ده يعني حاجة يا برودكشن طحفة ومكان جميل وانا وقتها كنت لسه بادئ اعمل كونتنت وكنت بصور في ستاب صغير جدا عندي في البيت يعني من أسوأ ما يكون ولكن بعد 3 سنين مع الاستمرية والشغل وتوفير ربنا الحمد الله نفس الستاب عين دبي,/viral-reels/moatazesssam/moatazesssam_Da0d0JoMWdw.mp4
moatazesssam,ستستخدم طريقة خمسة في ستة سيكس طوبيكس في فايف فرمادس ستجد التوبيكس الذي يذهب في مجالك ستجده و راقبه و تكتب النش في النص و بعد ذلك ستقوم بالتطبيق على كل التوبيكس المتعلقة بالنش فمثلا لو انشكتك هو طب الأسنان فالطوبيكس تكون تنظيف الأسنان التسوس الفينيرز وقل أسنان تبهيد الأسنان و تقويم الأسنان بعد ذلك من سيكس طوبيكس انظرتهم سنعمل على تطبيق الوضع,/viral-reels/moatazesssam/moatazesssam_DaDTR06s2FS.mp4
moatazesssam,ماذا سيحدث إذا اخترتني أن أبني لك بيرسون براندك على سوشي ميلي أول خطوة عملها معك أن نقوم بعمل الامبورد,/viral-reels/moatazesssam/moatazesssam_DaTC0KWxyX3.mp4
moatazesssam,أكثر حاجة ممكن تجذب لك أسوأ نوم متابعين عندك أن محتواتك كله يبقى بار عن أنا جامد أنا ناجح أنا جبت عربية سعرها كذا أنا عايش في بيت سعر وكذا لأنه سدأ أن الهاي كواليت فلورز والهاي كواليت بيبول مش هيهتم بالعربية المليون دولار أو البيت اللي في مكان الفلانة أو الكلام ده كله اللي هي مختمة بالكلام ده كله هي الناس اللي مش معاها أي حاجة ومحتوات بيديهم أمل لو هو ده هدفك go for it أمل النقطة من الكلام,/viral-reels/moatazesssam/moatazesssam_DadKxksMQ2h.mp4
moatazesssam,أفضل فكرة محتوى ليك تعاملت وموجودة بس انت ما صورتهوش أغلب الناس بتعطو فقر ايه أفكار المحتوى اللي ممكن تعملها بس انت لو خدت بالك هتلاقي نفسك انك يوميا بتتعرض لأكثر من خمسين فكرة محتوى وانت مش وخد بالك المكلمة اللي عملتها مع عميلك النهاردة الغلطة اللي غلطتها في البيزنس بتاعك وصلحتها وقدرت تتجاوزها السؤال اللي تسألت من موظف عندك النهاردة ده كله محتوى,/viral-reels/moatazesssam/moatazesssam_DanC_sgMh_-.mp4
moatazesssam,فيديو ايدتر بيسلم في المعاد بس شغله مش حب حير ده شخص ملتزم و ده مهم هو بس محتاج شوية تطوير في المهارة مستوى متوسط بيسلم في معاده لكن رافض يتطور حير استشمائده بتتغير كل يوم والله هو مش هواكب بالتغير ده فبيتتالي مع الوقت مهارته مش هبق عليها طلب ولو عمل اللي هتيجي عندي مش تطلب الادتنج الصائل بتاعه حير فير فير فير ده اكتر واحد ممكن يضمر ولك فلول,/viral-reels/moatazesssam/moatazesssam_DaqKYWGNNMI.mp4
moatazesssam,البنت دي بتقدر تحقق اكتر من مليون دولار فالشهر دي شلبي ساب وانا بعد ما قدت اذاكر وحل لستاجي بتاعتها قدرت اعرف ايه سرطيجية المحتوى اللي هي بالطبقة بتخليها تنجح انها تحقق الأرقام دي,/viral-reels/moatazesssam/moatazesssam_DaxqsvRMk0-.mp4
moatazesssam,او عايز تجيب عميل خلال 24 ساعة نزل فري ستوري دولة النهارة واول ستوري هتنزلها ستوري فيها صورة الوشة وفيك كومنت مكتوف فيه محدش بيجيب النتيجة دي في الوقت ده وحط نتيجة انت بتحققها لعملائك والمدة الزمنية اللي انت بتحقق فيه النتيجة دي وهتكتي من تحت سطر واحد كتب فيه متأكد,/viral-reels/moatazesssam/moatazesssam_DbD-XzAssOW.mp4
moatazesssam,الليفس تايل كونتنت اكتر حاجة هتخليج ما تعملش فلوس من البرسوم براند بتاعتك لانه مخرم من اكتر حاجات الكمودية اللي بسمع عن نس برسوم براند يقول اعمل الليفس تايل كونتنت عشان تجي فيوز,/viral-reels/moatazesssam/moatazesssam_DbJDznxsQTm.mp4
moatazesssam,عمضل أكثر من 3000 ساعة وأنا بعمل محتوى على الستوشن ميديا وفي الفيديو ده أنا هدي لخلاصة كل الساعة دي الدرسة الأول,/viral-reels/moatazesssam/moatazesssam_DbOOAxKslDo.mp4
moatazesssam,بعد بحاقة الونوف مايك راينس عشرين الف فولور في ثلاث أيام بس دول خمس دروس انا تعلمتهم رقم واحد الالجوريزم مش بيكافي الكونتنت المختلف الالجوريزم بيكافي الكونسبت القوي فبلاش تعد اختراع العجلة شوف اللي بينجح وعمل بأسلوبك وبطريقتك رقم اتنين,/viral-reels/moatazesssam/moatazesssam_DbTQwZas8lv.mp4
moatazesssam,دروسة تعلمتها بعد محاقة ست أرقام من صناعة المحتوى,/viral-reels/moatazesssam/moatazesssam_DbYkJmZM0e-.mp4
mosalahh,"الدين يالي من دقيقة وهو لك احسن خطة تعمل لك 50,000 جنيه في الشهر في 2016",/viral-reels/mosalahh/mosalahh__DSsILh-iPNk.mp4
mosalahh,بعد electoral,/viral-reels/mosalahh/mosalahh__DUJDk4lCP39.mp4
mosalahh,اكثر سؤالكن تقالان منه بعد ما نزلت اي اي وتوميشن اطلس كان... طب لو الناس داخلت ومفهمتش وطب متوقع اول أسبوع ما فيه ريفونز واسئلة كتيرة لكن اللي حصل كان العكس تماما فأول أسبوع نضم منه اكثر من 100 شخص والأهم من الرقم انه مافيش ولا حد طلب استرجاء كل التقريمات كما اسنجوهم والحمد لله كل المشتركين فهمين وعجيبهم جدا مش بس كده الناس فالجروب متفاعلين جدا وفي طلب كتير بدأوا يطبقوا زي كريم اللي خلص شابتر البروم,/viral-reels/mosalahh/mosalahh__DUx8XLuiI8D.mp4
mosalahh,ترم بحاول يضمر شركة AI كاملة بس بدل من شركة نهار العالم كله راح ليها اللي هتشوفوا دلوقتي مش مجرد تحديثات دي حربة عالمية ثالثة والزكالة إصنعي هو السلاح الناوي الجديد فيه القصة اللي جيش الأمريكي كان محتاج زكالة إصنعي علشان يدير عملياته العسكرية واختر شركة Anthrobic اللي عملت Claude لأن Claude كان اللي ورا العمليات السرية منها الأبض على رئيس بنزولة فالPentagon وظافة دفاع الأمريكية قالت لـ Anthrobic إحنا عايزين يستخدم Claude من غير,/viral-reels/mosalahh/mosalahh__DV3Z9ovCIRV.mp4
mosalahh,في عام 2024 لو سألت اي حد عن الاي اي هيقولك كلمة واحدة لانهم كانوا مسيطرين على 79% من السوق الواحدة ولكن النهار ده احنا في مارس 2026 open AI بتنهار وحرفين شات جي بي تي بيمون حسنتهم في السوق نزلت 45% الشركة متوقعة تخسر 14 مليار دولار السنادي وفي أقل من 48 ساعة الشركة خسرت أكثر من 295% من المستخدمين بتروح,/viral-reels/mosalahh/mosalahh__DV8eE5YCNAW.mp4
mosalahh,كلاود من احسن الموديلز موجوده دلوقتي جروك فتير بصراحة ال الانس هي جدا جيمنايد طبعا اكيد ستي شات جي بي تير طبعا كان ستي في زمن بصراحة حالين اي تير او حتى بي تير بصراحة احطو اي تير عشان الديتا وعشان برضو بقالوا فترة كتيرة جدا كان معانا لفبل اول ما نزل كان اس تير او اي تير بصراحة حالين بصراحة كويس نوعا ما بي تير مش اكتر انفيديو اسوى ادات اي اي اي اي اي اي اي اي اي اي اي اي اي اي ا,/viral-reels/mosalahh/mosalahh__DVV-WmriEcX.mp4
mosalahh,كولوت كود او كود اكس,/viral-reels/mosalahh/mosalahh__DVbEXCPiK3I.mp4
mosalahh,من سنتين بالضبط دا كانا شاب عنده 15 سنة من نفس البيئة بتاعتك تاية ومشتتة وكني في سعمة الجنيه واحد أولا بدأت على لابتوب ويندو السيفين جربت حاجات كتير وكنت دايما دا مكملتش بس النهار دا قام 17 سنة بعمدي اي اي جنسي بتعمل أكتر من 50 ألف جنيه شهريك وعلمت أكتر من 150 ألف شخص يتعلموا اي اي من قناتي على يتي بس السؤال هو إيه لدغار في السنتين دا والإجابة مش المواهبة لإني إنسان عادي جدا ومش إن أنا من عائلة غنية أو لق,/viral-reels/mosalahh/mosalahh__DVlaGd2CE-R.mp4
mosalahh,فيه حاجة عايزة اشاركها معاكو انا جبت الموبايل ده موبايل احلامي ايفون بفلوسي بفلوس شغلي وانا مش مساعدة بصراحة والله انا الفيديو ده عاملوا علشان اثبت لأي حد انه ممكن يجيب اي حاجة هو عايزها يعني انا كنت عشتغل 16 ساعة في اليوم 4 سنين عشان اجيب موبايل زي ده انا بدأت الcontent ده كله عشان في حل ما نعايزه وصله في حاجة وهدف انا حطل نفسي من اول فيديو لما قلت انه عايز اعمل مليون جي قبل 18 سنة د,/viral-reels/mosalahh/mosalahh__DVn8F3jCI1_.mp4
mosalahh,انا محمد صلاح,/viral-reels/mosalahh/mosalahh__DVvtx-yCOOI.mp4
mosalahh,اي جملة بتكتبها بتتقسم الأجزاء صغيرة اسمها tokens يعني كلمة زي محمد فممكن تتقسم لجوزين,/viral-reels/mosalahh/mosalahh__DWWafi-iLYE.mp4
mosalahh,ازاي بتوزن ما بين درستك وشغلة؟ ده اكتر سؤالي تسألني من اول مبادئة نازل كونت اللي ما نعرفنيش انا محمد صلاح عندي 17 سنة وانا افتنية سنوية يعني على ابواب ثلاث سنوية وعندي كذا بزنز زي ايجنت من ساعدة البزنز التديف اي اي او اطلس الكوتشنج بروجرام اللي بنعلم فيه ناس اي اي طبعا ده غير الكونتنت على الثلاث منصة فا ازاي بوزن ما بين كل ده وما بين الدراسة؟ في الحقيقة اننا ما بوزنش,/viral-reels/mosalahh/mosalahh__DWjPB68iPBs.mp4
mosalahh,عمرك سألت نفسك ليس مسمعناش عن اي مليونير عمل فلوسه من الاي في مصر ولو واحد زي ساسا توكس هو بيسأل الناس في الشارع مقابلش ولا حد قل له ان عملت فلوسه من الاي التكنولوجيا عامتا في مصر سواء على القطاع العام او الخاص لسه في مرحلة التبنى احنا قصدنا قيمة على الكمودتيس بالسلعات الاكل والشور باللبس والعكرات والموضع الخام واشان كده اغلى بالاغنية عملوا فلوسهم منها ولو هنكلم عن الاي فالاية لسه زارة من 2022 من اول زوف جي بي تي يع,/viral-reels/mosalahh/mosalahh__DWq_M5_iNDz.mp4
mosalahh,كل الناس دلوقتي بتشتكي إن اللامتس بتاعت كلوط بتخلص بسرعة بس خليني نصدمك وقالك إن دلوقتي هو أرخص وقت هتستخدم في الاي اي في حياتك لإن التوكينز هتغلى جدا شركات الاي اي كلها دلوقتي بتلعب معك لعبة زكية جدا بيدوك جرع عرخيصة وصغيرة عشان حرفيا تدمن الموضوع زي دراجز لي خليك تعتمد على الاي اي في كل كبيرة وصغيرة وفي شغلك وفي حياتك الحدا ما بقتش قادر ولا تشتغل ولا تعمل أي حاجة من غير الاي اي بس اللي انت,/viral-reels/mosalahh/mosalahh__DXPCJe2iHib.mp4
mosalahh,فيقالي من 60 سنة عن شهرك كيف يشتغل الراج يختصر الـ Retrieval Augmented Generation يعني يخيال المودي اللي يجاوب باستخدام بيانات البزنس بتاعنا فإذا لدينا 500 صفحة PDF لا يمكنك تبعتهم كلهم من شهد GBT لأنه سيبقى غالي بطيء والمودي لها يهلوس فالحل في الراج الراج بتكون من مرحلتين indexing و retrieving أول حاجة في الـ indexing هي الـ chunking نحن من قسم الملفل الكبير لحدث صغيرة و مفهوم بعد كده ندخل على الـ embeddings كل شنك صغير بتحول الـ vector يعني لستة أرقام كبيرة بتم,/viral-reels/mosalahh/mosalahh__DXb5BeWCCiC.mp4
mosalahh,في عام ٢٠٠٢٠ كنت أستخدم شات جي بي تي دلوقتي كورتسر حتعلم معرف جديدة كان كورسيرا دلوقتي نوتبوك lm لأفكار المحتوى كان شات جي بي تي وما زال شات جي بي تي عشان يعرف كتير عام للريسيرش كنت أستخدم perplexity دلوقتي جميلايدي بريسيرش الكتابة الكود كان كورتسر ودلوقتي طبعا كلوت كود للجرافيكس والبرزنتيشن كنت أستخدم كانفا دلوقتي جاما ونبكي للصور كنت أستخدم متجيرني دلوقتي هيكس فيه فاللي أنت,/viral-reels/mosalahh/mosalahh__DYUa4xFIPqZ.mp4
mosalahh,انا استثمرت اكتب من نص مليون جنيه علشان ابني البزنس اللي انا عايزه اللي هو غاوي وقبل ما بيع اي اشتراك واحد جزء من دانتو شايفينو الستوديو الستوديو الاضاءة الكونتنت كل حاجة بس اضاءة صغر جزء,/viral-reels/mosalahh/mosalahh__DZ-HcZxoGvT.mp4
mosalahh,اهلا بكم في السيتوب الجديد,/viral-reels/mosalahh/mosalahh__DZhpnVAI0_C.mp4
mosalahh,بعدما عملت واحد من أكبر كرسات الاي اي في الوطن العربي وصلتوا أكثر من 540 مشترك في قرار توقف ومش عشان فشل بالعكس عشان اكتشفت حاجة أهمة بكتير وانا بتباق الطلبة لاحزت حاجتين,/viral-reels/mosalahh/mosalahh__DZxLNDhoVOA.mp4
mosalahh,اول حاجة عندنا وهي الأورجانيك كونت,/viral-reels/mosalahh/mosalahh__DZz2CatoTVl.mp4
mosalahh,احنا بنتابع كل حاجة احنا بنعملها في غاوي,/viral-reels/mosalahh/mosalahh__DaDMKsrIlge.mp4
mosalahh,من 16 شهر بالضبط اول ما بدأت في الاي اي رحلة دي كانت وحيدة صعبة ومفهاش اكتر من الغلطة شوية رفض انت سنك صغير مش تعرف تعمل بالشغل مفيش عملة مفيش حد معاك ينصحك او يوجه فحتى بعد ما بدأت نزل كونتنت عدت فترة طويلة جدا اتعلم كل حاجة الوحدي من الصف لحد ما جي الوقت اللي قادر اعمل فيه الحاجة اللي محمد من سنتين كان نفسه يلاقيه معظمنا دماغنا مختلف عن البيئة اللي حوالين بنمروا بنفس التجربة مفيش حد شبهنا وح,/viral-reels/mosalahh/mosalahh__DaNbCZioDcX.mp4
mosalahh,فعلا من شهر الحمد لله قدرنا نعمل لناس كثيرة بتاخد سنين علشان تعمل من 20 يوم بالضبط نزلنا غاوي وخليني أوريك فعلا اللي بيحسن من جوه في 20 يوم بس نضمننا أكتر من ألف شخص بدأ رحلته في تعلم الأيام وقسم الوينز وريوز بعمليان تجارب ونجاحات من الأعضاء ولي بيفرحني أكتر من أي رقم هو أني نحقق أنا الحمد لله الرؤية اللي بدأنا عشانها وبنينا مجتمع كامل لما حد بيسأل سؤال بيجلو رد في دقيقة الناس بتكمل المحتوى,/viral-reels/mosalahh/mosalahh__DbQcvFyIEis.mp4
mosalahh,انا عملت كونتن داشبورد كامل للبيزنس بتاعي باستخدام كلود فقلي من يومين اديت كلود كل المعلومات بتاعتي ودربته على اسلوبي واديته اكتبته اكتبته اكتبته اكتبته,/viral-reels/mosalahh/mosalahh__DbVjqTjoZCN.mp4
mosalahh,الاسكيل دي في كلود اجمد اسكيل لتحليل المحتوى انتم ممكن تشوف دي بلوجنا على جيت هب اسمها watch عدلت فيها وحرفين بيد مستخدمها في كل الريلز عشان اعرف احلل عشان تخلي كلود يتفرج على فيديو فالمعظم الناس بتعمله انها بتبعتله تران سكريبت بس ولكن الاسف ده مش كفاية عشان طلع نتائج حقيية فالفيديو بره عن حكتين,/viral-reels/mosalahh/mosalahh__DbYKhtdoTjf.mp4
omaar,كلمة التكنولوجيا بطل لحمانا أثبت لك هاي مقالات كلها عن شركات تكنولوجية فشلو وخسروا فلوس عشانهم ما عم بتطورة تكنولوجيا جديدة بس أصلان شو يعني,/viral-reels/omaar/omaar__DO6f4sLiDY8.mp4
omaar,أنا عمرش قارم كركبة لدي ميد فكرة الثانية كل هده بيعانيني ما برده عم كلماته بقخر بجياتي ليه فلو بشنبه اختار لي فكرة الثانية اللي,/viral-reels/omaar/omaar__DP6udYYiBEL.mp4
omaar,تارف شل احتمالية الحقيقية ان توقع فيك طيارة ازوار رقم كتير غريب طيب تخيل حالك حجزة تكتسفر رحت على المطار دنيا حلوة كبت بالطيارة شو,/viral-reels/omaar/omaar__DPjlaiqCPdS.mp4
omaar,لن نرى 400 ميليار دول الختفه بيوم واحد من سوق العملات المرخمية أشعر لأسواء من الانهيار لا تبدأ تبيع بالميليار وكي أتمنص مرخصة دوليا بدعموا,/viral-reels/omaar/omaar__DPzQZPXkpjf.mp4
omaar,ترفوا أن البيتراتيز رياضة رجال الماتجة من الشاركة يعرفت بس البيتراتيز تاريخي أن هي رياضة رجال طيب كيف البيتراتيز هي تعطي الحرب تحولت لستوديوز وهيك,/viral-reels/omaar/omaar__DQ9ot4-EuTc.mp4
omaar,أهلاً فيكم في حلقة جديدة من The Voice بس اليوم بدي أحكيلكم قصة قصة صارت بمدينة صغيرة اسمها شنجن بالسين عن رجل بسيط ما كان,/viral-reels/omaar/omaar__DQZqVKJkldR.mp4
omaar,دراسة تثبت إنه الرجال اللي عندهم الحياة خينين هذا بوصل العالم بارح صراحة صفانة أكيد يطلع لكم هذه البوصلات كثير إنه دراسة تثبت إنه اللي,/viral-reels/omaar/omaar__DQeylT7EkGU.mp4
omaar,عند العرب بحكي لكنه خير الناس هو الذي يأتيهم بوجهين واحد وشرهم ذل وجهين بس شو يعني يكون عندك وجه واحد أكيد في أيام بتكون,/viral-reels/omaar/omaar__DS5Map2kr5M.mp4
omaar,أحكيلكم معلومة عشوائية كثير هون 70% من كهربتي الإمارات طالعة من الغاز الطبيعي بس خلف الكواليس هاي كلها عندك أدنوك أدنك بتطلع الغاز بتسيله وبتصدره,/viral-reels/omaar/omaar__DSFvW5lkjnb.mp4
omaar,بدأ أحكيلكم عن دكتورة معمارية فلسطينية انقذت ألاف المباني في فلسطين من الهدم لإيش,/viral-reels/omaar/omaar__DSUB3eCiHMw.mp4
omaar,كم جرام الكاتشوب بدك لكل حب بطاطة علمية تورتي كثيرة عن معادلة ومالجيت فقررت أنا أعملها لحالة بس أصلا شو تعريف البطاطة الناجحة لازم ما,/viral-reels/omaar/omaar__DT5s-Q2iHCR.mp4
omaar,بدي أحسب كم قطرة ميب تمرج من هون باليوم احنا بوحدة من أكبر الملاهي المائية بالعالم و دايما كان يخطر لي هذا السؤال و جديبهم,/viral-reels/omaar/omaar__DTnY22qkmB1.mp4
omaar,وحد الغي البلاستيشن سبين بالمئة من الشركات بتفشل بأول سنة بسبب سوء إدارة مشاريع بس لو أنا معطيهم تاع السيسغير موزع على عضاء الفريق مع,/viral-reels/omaar/omaar__DUOFURACF2t.mp4
omaar,هاد هاد هوا من غرفتي وقررت انو أبيعو فحسنا في مشكلة في كتير سيارات في كتير مصانع في ندرة للهواء النقي في فراغ ممكن نمدعه,/viral-reels/omaar/omaar__DXy7L1PouRY.mp4
omaar,أعطيك سيناريو جيرانك واحد منهم بوكل وبشرب وبس موجود والتاني برضه بوكل وبشرب بس بعمل عشر مرتبنات مخلل بليوم من بتتوقع فيته أحسن على المجتمع,/viral-reels/omaar/omaar__DYNTRSRIC0a.mp4
omaar,مرحبا، مرحبا، ما هو الأخبار,/viral-reels/omaar/omaar__DYSF8Njoip1.mp4
omaar,لدينا مشكلة كثير كثيرة بالفيت ريموت التلفزيون كل يوم بضعية كل يوم فأعملت حل المشكلة حسنا صار نقدر نرن على الريموت صار ريموت تلفون مش,/viral-reels/omaar/omaar__DYZxUmUInt1.mp4
omaar,اكيد بتعرفوا شو هذا الاشي استعرفوا كيف كانوا يستعملوا بعد قناعة دكادرة الطعون طريقة استعمالوا كتير خبي كتير بالقرم السبعة طاش بواحد من جائحات الطعون,/viral-reels/omaar/omaar__DYhI_S0I93-.mp4
omaar,هذا أول تلفزيون شفاف بالعالم لا جد شفاف بس كيف,/viral-reels/omaar/omaar__DYsOBIRoFqc.mp4
omaar,شو حتمالية انتك عربي تفوز بكأس العالم,/viral-reels/omaar/omaar__DZstkSao_XI.mp4
omaar,نحكي الفيفة قررت تتأمر عشان توجه فريق معين منتخب معين هو ليفوز بكأس العالم شكلي ثانية عشان جوه غرفة الوار أصلا في تقني مسؤول بكون,/viral-reels/omaar/omaar__Da-qVXsIZtc.mp4
omaar,هل مسي هو مدلل الفيفة ولا لا النظرية إنه الفيفة مستعدة تعمل أي إشي عشان مسي فوز عشان مسي يضل أفضل لعب العالم وإي فريق,/viral-reels/omaar/omaar__Da3AKODoTuU.mp4
omaar,هلأ شوف بعد النجاحات الهائلة اللي حققناها مع الهوة تضح معنا أنه في مشكلة أهم لازم نحلها هتسألني شوه 87 بالميم من محيطات الكورة الأرضية,/viral-reels/omaar/omaar__DaTKN90IWDu.mp4
omaar,لماذا نحضر بعض بالموت,/viral-reels/omaar/omaar__DbBhZcnIJaH.mp4
omaar,فتاحت مكتب جديد وعطيكم تور فيه تاو تاو تاو تاو تاو فتاحت مكتب جدا فتاحت مكتب جديد وعطيكم تور فيه تاو تاو تاو,/viral-reels/omaar/omaar__DbQ0L4KMbjP.mp4
